# Source Font Path: sdf
# Texture Size: 4096
# Original Font Resolution: 4096
# Down Sampling Scale: 1
# Associated Texture File: SDF_PNG.png
#	Code Point	Width	Height	Horizontal Bearing X	Horizontal Bearing Y	Horizontal Advance	Vertical Bearing X	Vertical Bearing Y	Vertical Advance	Texture Coord X	Texture Coord Y	Texture Width	Texture Height
MARGIN
0.0012207
GLYPHS
32	0	0	0	0	9.98438	0	0	0	0	0	0	0	
33	2.9375	22.8125	3.48438	22.1719	9.98438	0	0	0	0.711426	0.0688477	0.000976562	0.00585938	
34	5.28125	8.5	2.98438	23.4688	11.25	0	0	0	0.0522461	0.996094	0.00170898	0.00244141	
35	19.1562	22.2031	1.5	21.7031	22.5	0	0	0	0.812988	0.718262	0.00488281	0.00561523	
36	14.3281	26.7656	1.60938	24.0469	17.9375	0	0	0	0.0209961	0.0395508	0.00366211	0.00683594	
37	22.3594	22.8438	2.10938	22.1719	26.25	0	0	0	0.917725	0.657715	0.00561523	0.00585938	
38	17.75	22.8594	1.90625	22.1562	20.625	0	0	0	0.628174	0.517334	0.00463867	0.00585938	
39	1.35938	8.5	3.65625	23.4688	8.5	0	0	0	0.0566406	0.996094	0.000732422	0.00244141	
40	6.03125	27.6875	3.14062	24.5469	11.25	0	0	0	0.0078125	0.452637	0.00170898	0.00708008	
41	6.0625	27.6875	2.04688	24.5469	11.25	0	0	0	0.0078125	0.462402	0.00170898	0.00708008	
42	11.1875	11.0469	1.9375	16.5312	15	0	0	0	0.995361	0.0458984	0.00317383	0.00292969	
43	15.2656	15.2969	1.67188	18.3125	18.75	0	0	0	0.571777	0.994629	0.00390625	0.00390625	
44	3.45312	6.53125	3.14062	3.28125	10.0156	0	0	0	0.989014	0.128418	0.000976562	0.00195312	
45	14.8281	1.60938	1.9375	11.5781	18.75	0	0	0	0.065918	0.406494	0.00390625	0.000732422	
46	3.17188	3.3125	3.42188	2.78125	10.0156	0	0	0	0.00805664	0.448975	0.000976562	0.000976562	
47	9.90625	26.6875	1.3125	24.0781	12.5156	0	0	0	0.0209961	0.0871582	0.00268555	0.00683594	
48	13.5312	22.5625	1.84375	22.0312	17.2344	0	0	0	0.979492	0.577148	0.00366211	0.00585938	
49	5.79688	22.625	4.1875	22.0625	17.2344	0	0	0	0.705811	0.0981445	0.00146484	0.00585938	
50	13.6875	22.0625	1.78125	22.0312	17.2344	0	0	0	0.979492	0.585693	0.00366211	0.00585938	
51	13.6562	22.5625	1.78125	22.0312	17.2344	0	0	0	0.707275	0.735352	0.00366211	0.00585938	
52	15.4062	22.5938	1.14062	22.0625	17.2344	0	0	0	0.979248	0.594238	0.00390625	0.00585938	
53	13.7344	22.0625	1.67188	21.5312	17.2344	0	0	0	0.666748	0.754639	0.00366211	0.00561523	
54	13.625	22.5625	1.8125	22.0312	17.2344	0	0	0	0.699219	0.73584	0.00366211	0.00585938	
55	13.8281	22.0938	2.07812	21.5312	17.2344	0	0	0	0.995117	0.0974121	0.00341797	0.00561523	
56	14.1875	22.5625	1.54688	22.0312	17.2344	0	0	0	0.690918	0.744141	0.00366211	0.00585938	
57	13.625	22.5625	1.8125	22.0312	17.2344	0	0	0	0.682861	0.750488	0.00366211	0.00585938	
58	3.17188	15.1719	3.42188	18.3438	10.0156	0	0	0	0.989502	0.121826	0.000976562	0.00390625	
59	3.45312	18.3438	3.14062	18.3438	10.0156	0	0	0	0.286377	0.371338	0.000976562	0.00463867	
60	15.5312	19.8906	1.64062	20.7188	18.75	0	0	0	0.0715332	0.371582	0.00415039	0.00512695	
61	15.2656	7.34375	1.73438	14.4375	18.75	0	0	0	0.0310059	0.21582	0.00390625	0.00195312	
62	15.4688	19.8906	1.57812	20.7188	18.75	0	0	0	0.20459	0.371338	0.00415039	0.00512695	
63	12.125	22.7969	2.07812	22.1562	16.2656	0	0	0	0.995361	0.0117188	0.00317383	0.00585938	
64	26.4375	25.3125	1.78125	23.4375	30	0	0	0	0.0336914	0.0964355	0.00683594	0.00634766	
65	18.1875	22.6094	0.5625	22	19.3594	0	0	0	0.628174	0.551514	0.00463867	0.00561523	
66	15.8281	21.5625	2.8125	21.5312	20.2969	0	0	0	0.994385	0.545898	0.00415039	0.00561523	
67	18.0469	22.5625	1.84375	22.0312	21.5312	0	0	0	0.628174	0.525879	0.00463867	0.00585938	
68	17.0469	21.5625	2.8125	21.5312	21.6562	0	0	0	0.994141	0.618652	0.00439453	0.00561523	
69	14.7969	21.5625	2.8125	21.5312	18.75	0	0	0	0.777344	0.730713	0.00390625	0.00561523	
70	13.9219	22.0625	2.8125	21.5312	17.875	0	0	0	0.658936	0.762451	0.00366211	0.00561523	
71	19.0469	22.5625	1.84375	22.0312	23.0938	0	0	0	0.62793	0.481934	0.00488281	0.00585938	
72	16.2969	22.5625	2.8125	22.0312	21.9219	0	0	0	0.994141	0.584473	0.00439453	0.00585938	
