# Source Font Path: Library/Fonts/malgun.ttf
# Texture Size: 4096
# Original Font Resolution: 4096
# Down Sampling Scale: 24
# Associated Texture File: signed_dist_font.png
#	Code Point	Width	Height	Horizontal Bearing X	Horizontal Bearing Y	Horizontal Advance	Vertical Bearing X	Vertical Bearing Y	Vertical Advance	Texture Coord X	Texture Coord Y	Texture Width	Texture Height
MARGIN
0.00244141
GLYPHS
44032	0.880859	0.941895	0.0839844	0.854004	1	-0.416016	0.0629883	1.0625	0.00244141	0.00244141	0.0367025	0.0392456
44033	0.871094	0.941895	0.0717773	0.854004	1	-0.428223	0.0629883	1.0625	0.0439453	0.00244141	0.0362956	0.0392456
44034	0.871094	0.941895	0.0717773	0.854004	1	-0.428223	0.0629883	1.0625	0.0849609	0.00244141	0.0362956	0.0392456
44035	0.871094	0.947754	0.0717773	0.854004	1	-0.428223	0.0629883	1.0625	0.125977	0.00244141	0.0362956	0.0394897
44036	0.869629	0.904785	0.0732422	0.854004	1	-0.426758	0.0629883	1.0625	0.166992	0.00244141	0.0362345	0.0376994
44037	0.871094	0.955078	0.0717773	0.854004	1	-0.428223	0.0629883	1.0625	0.208008	0.00244141	0.0362956	0.0397949
44038	0.871094	0.945801	0.0717773	0.854004	1	-0.428223	0.0629883	1.0625	0.249023	0.00244141	0.0362956	0.0394084
44039	0.870117	0.918945	0.0717773	0.854004	1	-0.428223	0.0629883	1.0625	0.290039	0.00244141	0.0362549	0.0382894
44040	0.870117	0.925781	0.0717773	0.854004	1	-0.428223	0.0629883	1.0625	0.331055	0.00244141	0.0362549	0.0385742
44041	0.870117	0.941895	0.0717773	0.854004	1	-0.428223	0.0629883	1.0625	0.37207	0.00244141	0.0362549	0.0392456
44042	0.870117	0.917969	0.0717773	0.854004	1	-0.428223	0.0629883	1.0625	0.413086	0.00244141	0.0362549	0.0382487
44043	0.871094	0.935059	0.0717773	0.854004	1	-0.428223	0.0629883	1.0625	0.454102	0.00244141	0.0362956	0.0389608
44044	0.871094	0.943848	0.0717773	0.854004	1	-0.428223	0.0629883	1.0625	0.495117	0.00244141	0.0362956	0.039327
44045	0.871094	0.930176	0.0717773	0.854004	1	-0.428223	0.0629883	1.0625	0.536133	0.00244141	0.0362956	0.0387573
44046	0.871094	0.935059	0.0717773	0.854004	1	-0.428223	0.0629883	1.0625	0.577148	0.00244141	0.0362956	0.0389608
44047	0.871094	0.952148	0.0717773	0.854004	1	-0.428223	0.0629883	1.0625	0.618164	0.00244141	0.0362956	0.0396729
44048	0.871094	0.919922	0.0708008	0.854004	1	-0.429199	0.0629883	1.0625	0.65918	0.00244141	0.0362956	0.0383301
44049	0.880371	0.918945	0.0717773	0.854004	1	-0.428223	0.0629883	1.0625	0.700195	0.00244141	0.0366821	0.0382894
44050	0.870117	0.923828	0.0717773	0.854004	1	-0.428223	0.0629883	1.0625	0.741699	0.00244141	0.0362549	0.0384928
44051	0.880371	0.920898	0.0717773	0.854004	1	-0.428223	0.0629883	1.0625	0.782715	0.00244141	0.0366821	0.0383708
44052	0.870117	0.922852	0.0717773	0.854004	1	-0.428223	0.0629883	1.0625	0.824219	0.00244141	0.0362549	0.0384521
44053	0.871094	0.924805	0.0717773	0.854004	1	-0.428223	0.0629883	1.0625	0.865234	0.00244141	0.0362956	0.0385335
